airline_sentiment,text
negative,@united unhappy with your new mileage rules :( - was my main reason to keep flying united. Will have to take my business elsewhere
positive,@AmericanAir Not necessary.  I am confident the excellent in-flight staff will make the appropriate report.
negative,@AmericanAir a confirmed flight. I'm so done! Thanks for nothing!
negative,@AmericanAir I called reservation at 1 am and I'm still waiting for someone to call me back
negative,@jetblue as courtesy to Mosaic members or anyone- a request for water should be attended promptly. Daniel in flight 1557- should know better
positive,@AmericanAir Is it true- as FAs are saying- that you have no way to collect money from passengers (after door closing) who want a MCE seat?
negative,@united wasn't trying to Cancelled Flight- just trying to change my award ticket- same date and place- but thanks for sending the link- I know the fee
positive,@AmericanAir is DFW accepting any arrivals or departures today?
negative,@AmericanAir all right- but can you give me an email to write to ?
negative,@AmericanAir wasn't just a delay. Your counter wouldn't take a valid CAC card as a valid ID which is needed for a TSA precheck on pass
negative,@JetBlue shocker my flight delayed an hour. Thanks for reminding me why I switched to delta.
negative,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?"
negative,@USAirways first- luggage got stuck in a different city- now I get them back today &amp
positive,@AmericanAir ok- I just received an email with my registration from your team. Thanks a lot
positive,@USAirways I'm referring to email like this.  Just tell people when they GET the upgrade. Otherwise- we know already. http://t.co/N8UvCLMADA
negative,@USAirways : When You've Got to Get There- We've Got Excuses! #usairwaysfail
negative,@united nope not here. You need a little red stamp from the counter. Check yourself- before you wreck yourself son http://t.co/0pRGySvuRm
negative,@united funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool
positive,@AmericanAir would also like say kind move on adding the points !
negative,"@United ""Your bag may or may not be at the airport. Unfortunately- no one at the airport is picking up the phone or responding to messages."""
negative,@AmericanAir Can I get some assistance? Flight Cancelled Flightled (today) from PHX to DFW. Not that I'm hating. But my job is concerned
negative,"@AmericanAir I am- called Paris office this morning again- still waiting. It is in Miami but apparently tag was ""taken off"""
positive,@USAirways is alright with me. Please give Scott F at BDL a bonus for excellent customer service
positive,@united WHy is my KTN not showing on my boarding?  Why is TSA pre-check not applying to my boarding pass?
negative,@malhoit at least you got a response from @AmericanAir via Twitter. I went 0 for 2 yesterday.
negative,@AmericanAir Understood. Integration takes time- but no excuse for poor customer service
negative,@AmericanAir you have the worst reps at Jacksonville airport. So rude and totally not helpful at all!
positive,@AmericanAir no worries- loved flying with you guys. Thanks!
negative,@united hahahahaha ya tried that already
negative,@united hilarious
negative,@AmericanAir stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs
negative,"@SouthwestAir RT @kkwhb: Paid for early bird boarding and got B46.  I said to lady- ""well- that system is about dead."" She didn't understand"
negative,last trip on @AmericanAir ... Poor customer service 3 trips in a row! @Delta here I come!
negative,@united Making sure your flights aren't delayed due to poor maintenance would be a start.
positive,@united please help http://t.co/t5mRj5Yw6I
negative,@JetBlue Yes- I filed yesterday around noon. I have a claim number but they haven't contacted me yet.
positive,@JetBlue 2324 from Orlando to Dca ! And my awesome flight attendant is Robert!
negative,@AmericanAir Its the ABC's of PR- let your customers have the most info possible. Might want to go brush up on the basics...
negative,@AmericanAir I filled out that whole form before receiving a poor poor response. Is there no direct email address in reply?
negative,@AmericanAir My flight 1108 was Cancelled Flightled. I need to be rebooked- and I can't do it online and they aren't answering calls. Help!
negative,"@AmericanAir  so far all I am getting is ""maybe your bag will come today. We don't know."" Website says ""status unknown""- can you help?"
negative,@AmericanAir @MurphyJulie it took them 6 hours to call me back. Then it disconnected twice. ð¢ I'll never get back to w
negative,@AmericanAir 2days 2plains 2fails
positive,@united DM sent as requested. Make sure you follow back so you can DM me back. Thanks
negative,@united #epicfail on #CX as flight from Frankfurt to San Francisco now going to Chicago as flight crew out of hours due to de-icing delay
negative,"@USAirways Will the nightmare ever end? Just found out our flight today is delayed due to ""ground handling delays affecting a prior flight."""
negative,@AmericanAir Stuck in Miami- and one of the worst customer experiences I have ever had. Will be sure to let everyone know about my time w/AA
negative,@AmericanAir haha I did. They said it wasn't their fault somehow? You guys r a joke
negative,@AmericanAir I would purchase it if I was there by choice but you guys Cancelled Flightled my flight and have me stuck at DFW for 7 hours!
negative,@AmericanAir Trying to make an online Flight Booking Problems one way from Barbados -NYC but wont let me as says I need a Barbados CC...why??!
negative,".@united You may ""dislike delays"" but I paid you .We had an agreement that I paid you and you got me to my destination at a certain time."
negative,@united Cancelled Flightled my direct flight Newark-Brussels last night- now 7 hours behind schedule. In EU compensation would be a given- but in US?
negative,@AmericanAir now you change my gate and don't tell me? What the fuck is wrong with you people. Learn to do your fucken job
negative,@AmericanAir @derekc21 - I leave Jaipur tomorrow - back to Dehli - Only in Delhi  one night .  we need to  use our abilities to make magic .
negative,@JetBlue no I asked. Either way it doesn't make the flight less delayed.
negative,@USAirways. On hold 2hrs after my flight was Cancelled Flightled &amp
negative,@AmericanAir Not very helpful if my flight is already Cancelled Flightled! What about reFlight Booking Problems? AA has my email and cell - yet no notifications.
positive,@AmericanAir I love travel with yours planes- all people is very nice- it's amazing! Can you please follow me back? ðI love the compa
negative,@united wi-fi on 737-800 (aircraft 3511) didn't work entire ORD-DCA flight this morning
negative,@AmericanAir Why did I have to stand at baggage claim for an hour waiting for a bag that you knew never made it on to the plane?
negative,@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds.
negative,@AmericanAir cannot provide us alternative flight until 36 hours Late Flightr ruining our trip! #Cancelled Flightled #angry #problems #ruined.
negative,@AmericanAir I can't get an operator after an hour's worth of calls to Cancelled Flight a delayed flight. Automated system doesn't go beyond message.
negative,@JetBlue 653. Just for update that gate got moved to complete opposite end of the terminal. Airline is a disaster.
positive,@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw
negative,@AmericanAir Not good enough. No info communicated at any point - just silence. for hours as we sat. Oh- and then seat was broken. #worst
positive,@AmericanAir Will 2396 be Cancelled Flightled tonight?
negative,@united I'm not sure you can do anything as this has been building up over time! Other than promises from your CEO service has gotten worse!
negative,@united they're not- actually. gate agent was so rude. now standing in a line waiting for reFlight Booking Problems. missed the only flight to STI. awful.
